Transaction ID,Date,Customer ID,Age,Product Category,Quantity,Price per Unit,Total Amount
667,01-08-2023,CUST667,29,Electronics,1,500,500
668,28-07-2023,CUST668,62,Electronics,3,50,150
669,19-06-2023,CUST669,24,Beauty,4,300,1200
670,05-10-2023,CUST670,27,Beauty,1,30,30
671,27-08-2023,CUST671,62,Electronics,3,50,150
672,01-08-2023,CUST672,34,Beauty,2,50,100
673,01-02-2023,CUST673,43,Clothing,3,500,1500
674,16-04-2023,CUST674,38,Clothing,1,300,300
675,04-08-2023,CUST675,45,Clothing,2,30,60
676,19-07-2023,CUST676,63,Electronics,3,500,1500
677,27-10-2023,CUST677,19,Beauty,3,500,1500
678,23-12-2023,CUST678,60,Electronics,3,300,900
679,11-01-2023,CUST679,18,Beauty,3,30,90
680,22-10-2023,CUST680,53,Clothing,3,300,900
681,14-07-2023,CUST681,43,Electronics,2,30,60
682,02-09-2023,CUST682,46,Beauty,4,300,1200
683,04-01-2023,CUST683,38,Beauty,2,500,1000
684,30-06-2023,CUST684,28,Clothing,2,500,1000
685,02-06-2023,CUST685,57,Electronics,2,25,50
686,19-07-2023,CUST686,28,Electronics,4,50,200
687,03-08-2023,CUST687,53,Electronics,1,300,300
688,03-10-2023,CUST688,56,Clothing,4,25,100
689,07-10-2023,CUST689,57,Electronics,2,50,100
690,05-11-2023,CUST690,52,Clothing,3,300,900
691,23-04-2023,CUST691,51,Clothing,3,30,90
692,07-09-2023,CUST692,64,Clothing,2,50,100
693,23-04-2023,CUST693,41,Beauty,3,500,1500
694,20-05-2023,CUST694,39,Electronics,2,25,50
695,12-08-2023,CUST695,22,Electronics,3,50,150
696,06-09-2023,CUST696,50,Clothing,4,50,200
697,15-01-2023,CUST697,53,Clothing,1,500,500
698,19-07-2023,CUST698,64,Electronics,1,300,300
699,22-06-2023,CUST699,37,Clothing,4,30,120
700,09-12-2023,CUST700,36,Electronics,4,500,2000
701,14-12-2023,CUST701,52,Beauty,2,30,60
702,27-07-2023,CUST702,60,Clothing,2,300,600
703,26-03-2023,CUST703,34,Electronics,2,50,100
704,28-08-2023,CUST704,62,Clothing,3,30,90
705,07-03-2023,CUST705,60,Electronics,2,25,50
706,15-11-2023,CUST706,51,Electronics,4,25,100
707,01-10-2023,CUST707,26,Clothing,1,500,500
708,14-01-2023,CUST708,43,Beauty,3,300,900
709,21-07-2023,CUST709,19,Electronics,2,500,1000
710,31-10-2023,CUST710,26,Electronics,3,500,1500
711,16-10-2023,CUST711,26,Electronics,3,500,1500
712,06-12-2023,CUST712,57,Beauty,2,25,50
713,14-01-2023,CUST713,34,Beauty,3,25,75
714,12-02-2023,CUST714,18,Clothing,1,500,500
715,26-11-2023,CUST715,42,Beauty,4,25,100
716,08-08-2023,CUST716,60,Clothing,4,300,1200
717,11-03-2023,CUST717,57,Clothing,1,500,500
718,25-08-2023,CUST718,59,Beauty,3,25,75
719,04-04-2023,CUST719,42,Clothing,2,30,60
720,26-01-2023,CUST720,56,Beauty,3,500,1500
721,14-05-2023,CUST721,52,Clothing,1,500,500
722,14-07-2023,CUST722,20,Beauty,3,300,900
723,17-06-2023,CUST723,54,Beauty,4,50,200
724,19-04-2023,CUST724,61,Clothing,3,50,150
725,21-08-2023,CUST725,61,Electronics,1,300,300
726,17-06-2023,CUST726,47,Clothing,4,300,1200
727,22-06-2023,CUST727,55,Beauty,3,300,900
728,14-07-2023,CUST728,51,Electronics,3,50,150
729,23-05-2023,CUST729,29,Clothing,4,300,1200
730,04-08-2023,CUST730,36,Clothing,2,25,50
731,10-05-2023,CUST731,54,Clothing,4,500,2000
732,11-02-2023,CUST732,61,Electronics,2,500,1000
733,29-08-2023,CUST733,34,Beauty,1,30,30
734,10-01-2023,CUST734,27,Clothing,1,30,30
735,04-10-2023,CUST735,64,Clothing,4,500,2000
736,27-01-2023,CUST736,29,Clothing,4,25,100
737,29-06-2023,CUST737,33,Clothing,1,50,50
738,25-04-2023,CUST738,41,Clothing,2,50,100
739,29-11-2023,CUST739,36,Beauty,1,25,25
740,05-02-2023,CUST740,25,Beauty,4,50,200
741,30-11-2023,CUST741,48,Clothing,1,300,300
742,21-01-2023,CUST742,38,Electronics,4,500,2000
743,16-01-2023,CUST743,34,Beauty,4,500,2000
744,07-05-2023,CUST744,40,Electronics,1,25,25
745,13-04-2023,CUST745,54,Beauty,2,50,100
746,11-01-2023,CUST746,33,Clothing,3,30,90
747,15-11-2023,CUST747,23,Beauty,1,30,30
748,20-03-2023,CUST748,25,Clothing,3,50,150
749,03-05-2023,CUST749,42,Beauty,1,30,30
750,06-03-2023,CUST750,35,Clothing,3,25,75
751,31-08-2023,CUST751,42,Clothing,2,25,50
752,09-12-2023,CUST752,29,Clothing,2,50,100
753,28-02-2023,CUST753,32,Clothing,1,30,30
754,16-10-2023,CUST754,43,Electronics,4,25,100
755,22-04-2023,CUST755,58,Clothing,3,25,75
756,27-08-2023,CUST756,62,Electronics,4,300,1200
757,25-12-2023,CUST757,43,Electronics,4,300,1200
758,12-05-2023,CUST758,64,Clothing,4,25,100
759,08-07-2023,CUST759,49,Electronics,2,50,100
760,27-03-2023,CUST760,27,Beauty,1,500,500
761,07-11-2023,CUST761,33,Clothing,1,500,500
762,07-11-2023,CUST762,24,Electronics,2,25,50
763,28-02-2023,CUST763,34,Clothing,2,25,50
764,25-03-2023,CUST764,40,Clothing,1,25,25
765,09-06-2023,CUST765,43,Clothing,4,50,200
766,25-02-2023,CUST766,38,Electronics,3,300,900
767,24-10-2023,CUST767,39,Beauty,3,25,75
768,14-01-2023,CUST768,24,Beauty,3,25,75
769,09-06-2023,CUST769,31,Electronics,4,30,120
770,22-10-2023,CUST770,32,Clothing,1,50,50
771,13-12-2023,CUST771,24,Electronics,2,25,50
772,12-07-2023,CUST772,26,Electronics,1,30,30
773,23-07-2023,CUST773,25,Electronics,4,500,2000
774,12-04-2023,CUST774,40,Clothing,2,25,50
775,08-02-2023,CUST775,46,Electronics,4,25,100
776,31-10-2023,CUST776,35,Clothing,3,30,90
777,20-12-2023,CUST777,48,Electronics,3,50,150
778,18-11-2023,CUST778,47,Beauty,4,25,100
779,05-05-2023,CUST779,56,Electronics,2,500,1000
780,22-02-2023,CUST780,52,Electronics,2,25,50
781,23-12-2023,CUST781,35,Beauty,1,500,500
782,04-06-2023,CUST782,59,Clothing,3,300,900
783,17-12-2023,CUST783,56,Clothing,1,300,300
784,04-11-2023,CUST784,34,Electronics,1,500,500
785,03-03-2023,CUST785,31,Beauty,4,50,200
786,17-10-2023,CUST786,48,Clothing,4,25,100
787,22-01-2023,CUST787,41,Electronics,1,25,25
788,27-06-2023,CUST788,52,Beauty,3,300,900
789,30-09-2023,CUST789,61,Clothing,4,500,2000
790,08-08-2023,CUST790,62,Clothing,1,25,25
791,05-12-2023,CUST791,51,Beauty,1,25,25
792,09-07-2023,CUST792,20,Beauty,1,50,50
793,05-02-2023,CUST793,54,Beauty,1,30,30
794,17-09-2023,CUST794,60,Beauty,1,300,300
795,28-11-2023,CUST795,57,Electronics,1,300,300
796,24-06-2023,CUST796,43,Beauty,4,30,120
797,07-01-2023,CUST797,40,Clothing,3,25,75
798,04-08-2023,CUST798,61,Clothing,1,50,50
799,08-09-2023,CUST799,56,Electronics,2,50,100
800,24-02-2023,CUST800,32,Clothing,4,300,1200
801,10-08-2023,CUST801,21,Clothing,4,50,200
802,05-07-2023,CUST802,46,Beauty,1,30,30
803,22-11-2023,CUST803,39,Clothing,4,25,100
804,24-08-2023,CUST804,42,Electronics,1,30,30
805,29-12-2023,CUST805,30,Beauty,3,500,1500
806,20-03-2023,CUST806,35,Beauty,3,300,900
807,11-08-2023,CUST807,50,Electronics,4,50,200
808,01-04-2023,CUST808,33,Beauty,4,500,2000
809,25-09-2023,CUST809,62,Beauty,2,50,100
810,30-11-2023,CUST810,59,Electronics,4,25,100
811,19-05-2023,CUST811,61,Beauty,2,25,50
812,12-11-2023,CUST812,19,Electronics,3,25,75
813,03-10-2023,CUST813,52,Electronics,3,50,150
814,05-09-2023,CUST814,59,Clothing,1,500,500
815,27-08-2023,CUST815,51,Clothing,3,25,75
816,12-08-2023,CUST816,47,Beauty,2,500,1000
817,31-10-2023,CUST817,30,Beauty,4,50,200
818,18-05-2023,CUST818,30,Electronics,1,500,500
819,15-06-2023,CUST819,35,Beauty,2,50,100
820,06-05-2023,CUST820,49,Electronics,4,50,200
821,14-02-2023,CUST821,49,Electronics,1,300,300
822,23-05-2023,CUST822,52,Beauty,3,50,150
823,19-08-2023,CUST823,56,Electronics,2,50,100
824,05-05-2023,CUST824,63,Clothing,4,30,120
825,26-08-2023,CUST825,46,Beauty,1,25,25
826,19-10-2023,CUST826,46,Clothing,1,300,300
827,09-11-2023,CUST827,61,Beauty,3,300,900
828,09-12-2023,CUST828,33,Electronics,4,300,1200
829,14-07-2023,CUST829,61,Beauty,3,30,90
830,22-06-2023,CUST830,64,Clothing,3,50,150
831,15-01-2023,CUST831,27,Electronics,4,25,100
832,11-09-2023,CUST832,47,Beauty,4,500,2000
833,16-06-2023,CUST833,42,Beauty,4,50,200
834,04-04-2023,CUST834,56,Beauty,2,30,60
835,07-09-2023,CUST835,37,Clothing,4,50,200
836,19-04-2023,CUST836,22,Clothing,1,50,50
837,01-07-2023,CUST837,18,Beauty,3,30,90
838,13-05-2023,CUST838,47,Electronics,2,300,600
839,24-06-2023,CUST839,20,Electronics,4,300,1200
840,24-05-2023,CUST840,62,Clothing,2,25,50
841,02-11-2023,CUST841,31,Electronics,4,25,100
842,26-12-2023,CUST842,47,Clothing,2,300,600
843,22-05-2023,CUST843,21,Beauty,3,500,1500
844,12-10-2023,CUST844,35,Clothing,3,50,150
845,06-01-2023,CUST845,54,Clothing,1,500,500
846,22-09-2023,CUST846,42,Beauty,1,50,50
847,08-04-2023,CUST847,18,Electronics,4,300,1200
848,13-02-2023,CUST848,63,Clothing,3,25,75
849,04-05-2023,CUST849,32,Clothing,2,25,50
850,28-07-2023,CUST850,26,Beauty,2,500,1000
851,08-09-2023,CUST851,32,Electronics,2,25,50
852,12-10-2023,CUST852,41,Clothing,1,300,300
853,04-05-2023,CUST853,21,Beauty,2,500,1000
854,20-12-2023,CUST854,29,Clothing,1,50,50
855,01-09-2023,CUST855,54,Beauty,1,25,25
856,27-11-2023,CUST856,54,Electronics,4,30,120
857,31-12-2023,CUST857,60,Electronics,2,25,50
858,09-09-2023,CUST858,23,Electronics,2,50,100
859,18-08-2023,CUST859,56,Electronics,3,500,1500
860,09-01-2023,CUST860,63,Clothing,4,50,200
861,17-02-2023,CUST861,41,Clothing,3,30,90
862,31-05-2023,CUST862,28,Electronics,4,300,1200
863,24-04-2023,CUST863,30,Electronics,2,25,50
864,27-07-2023,CUST864,51,Electronics,1,500,500
865,21-12-2023,CUST865,42,Clothing,1,300,300
866,05-05-2023,CUST866,24,Electronics,1,50,50
867,06-06-2023,CUST867,21,Electronics,1,500,500
868,06-12-2023,CUST868,25,Electronics,1,300,300
869,25-10-2023,CUST869,37,Beauty,3,500,1500
870,08-07-2023,CUST870,46,Electronics,4,30,120
871,31-08-2023,CUST871,62,Beauty,2,30,60
872,11-10-2023,CUST872,63,Beauty,3,25,75
873,29-09-2023,CUST873,27,Electronics,4,25,100
874,26-06-2023,CUST874,60,Beauty,1,30,30
875,06-08-2023,CUST875,51,Electronics,4,500,2000
876,09-10-2023,CUST876,43,Clothing,4,30,120
877,19-06-2023,CUST877,58,Clothing,1,25,25
878,30-06-2023,CUST878,20,Clothing,1,30,30
879,26-12-2023,CUST879,23,Clothing,1,30,30
880,21-08-2023,CUST880,22,Beauty,2,500,1000
881,19-05-2023,CUST881,22,Electronics,1,300,300
882,06-06-2023,CUST882,64,Electronics,2,25,50
883,09-05-2023,CUST883,40,Electronics,1,500,500
884,29-04-2023,CUST884,26,Clothing,2,30,60
885,03-03-2023,CUST885,52,Clothing,4,30,120
886,09-04-2023,CUST886,37,Electronics,3,300,900
887,11-06-2023,CUST887,59,Clothing,4,25,100
888,03-03-2023,CUST888,52,Electronics,4,25,100
889,02-10-2023,CUST889,35,Electronics,1,50,50
890,20-12-2023,CUST890,34,Electronics,2,25,50
891,05-04-2023,CUST891,41,Electronics,3,300,900
892,09-04-2023,CUST892,20,Electronics,1,50,50
893,21-04-2023,CUST893,49,Electronics,1,50,50
894,05-09-2023,CUST894,52,Electronics,1,30,30
895,22-05-2023,CUST895,55,Clothing,4,30,120
896,29-10-2023,CUST896,30,Electronics,2,25,50
897,26-09-2023,CUST897,64,Electronics,2,50,100
898,02-11-2023,CUST898,42,Clothing,3,30,90
899,25-05-2023,CUST899,26,Clothing,2,300,600
900,21-02-2023,CUST900,21,Clothing,2,30,60
901,10-04-2023,CUST901,31,Electronics,1,30,30
902,01-06-2023,CUST902,54,Beauty,1,50,50
903,27-04-2023,CUST903,51,Beauty,4,50,200
904,04-07-2023,CUST904,28,Clothing,1,500,500
905,02-04-2023,CUST905,58,Beauty,1,300,300
906,04-06-2023,CUST906,20,Clothing,1,50,50
907,08-01-2023,CUST907,45,Electronics,1,25,25
908,29-12-2023,CUST908,46,Beauty,4,300,1200
909,01-10-2023,CUST909,26,Electronics,1,300,300
910,06-03-2023,CUST910,20,Beauty,3,50,150
911,21-05-2023,CUST911,42,Electronics,3,300,900
912,24-01-2023,CUST912,51,Beauty,3,50,150
913,28-01-2023,CUST913,29,Electronics,3,30,90
914,11-10-2023,CUST914,59,Electronics,1,500,500
915,30-05-2023,CUST915,26,Beauty,3,30,90
916,24-12-2023,CUST916,32,Electronics,1,50,50
917,06-03-2023,CUST917,57,Electronics,4,50,200
918,23-11-2023,CUST918,42,Electronics,3,30,90
919,09-09-2023,CUST919,22,Beauty,2,25,50
920,22-02-2023,CUST920,28,Beauty,3,25,75
921,07-01-2023,CUST921,51,Electronics,3,25,75
922,21-10-2023,CUST922,41,Electronics,1,50,50
923,26-05-2023,CUST923,32,Beauty,3,300,900
924,29-08-2023,CUST924,55,Beauty,2,50,100
925,03-09-2023,CUST925,25,Electronics,1,300,300
926,14-08-2023,CUST926,22,Electronics,1,30,30
927,24-06-2023,CUST927,43,Electronics,4,500,2000
928,05-04-2023,CUST928,35,Clothing,4,300,1200
929,27-01-2023,CUST929,23,Beauty,3,25,75
930,10-05-2023,CUST930,54,Clothing,4,50,200
931,02-09-2023,CUST931,30,Beauty,4,30,120
932,28-02-2023,CUST932,45,Beauty,4,25,100
933,03-02-2023,CUST933,22,Beauty,1,30,30
934,25-07-2023,CUST934,30,Beauty,1,500,500
935,09-09-2023,CUST935,34,Beauty,1,50,50
936,07-02-2023,CUST936,57,Beauty,4,50,200
937,23-10-2023,CUST937,62,Beauty,1,500,500
938,19-11-2023,CUST938,49,Clothing,4,50,200
939,18-12-2023,CUST939,46,Electronics,1,300,300
940,28-01-2023,CUST940,20,Electronics,1,30,30
941,19-03-2023,CUST941,57,Clothing,2,25,50
942,18-03-2023,CUST942,51,Clothing,3,500,1500
943,16-10-2023,CUST943,57,Clothing,4,300,1200
944,05-06-2023,CUST944,44,Clothing,2,25,50
945,13-02-2023,CUST945,30,Beauty,1,25,25
946,08-05-2023,CUST946,62,Electronics,4,500,2000
947,02-03-2023,CUST947,50,Beauty,1,300,300
948,13-10-2023,CUST948,23,Electronics,3,25,75
949,02-08-2023,CUST949,41,Electronics,2,25,50
950,07-11-2023,CUST950,36,Clothing,3,300,900
951,02-11-2023,CUST951,33,Beauty,2,50,100
952,13-11-2023,CUST952,57,Clothing,1,25,25
953,26-04-2023,CUST953,45,Beauty,3,30,90
954,25-09-2023,CUST954,50,Electronics,3,300,900
955,14-07-2023,CUST955,58,Clothing,1,25,25
956,19-08-2023,CUST956,30,Clothing,3,500,1500
957,15-08-2023,CUST957,60,Electronics,4,30,120
958,02-06-2023,CUST958,62,Electronics,2,25,50
959,29-10-2023,CUST959,42,Electronics,2,30,60
960,08-08-2023,CUST960,59,Clothing,2,30,60
961,06-06-2023,CUST961,53,Beauty,4,50,200
962,19-10-2023,CUST962,44,Clothing,2,30,60
963,14-11-2023,CUST963,55,Beauty,1,50,50
964,31-01-2023,CUST964,24,Clothing,3,300,900
965,09-11-2023,CUST965,22,Clothing,4,50,200
966,20-02-2023,CUST966,60,Electronics,2,500,1000
967,17-04-2023,CUST967,62,Beauty,1,25,25
968,17-11-2023,CUST968,48,Clothing,3,300,900
969,19-04-2023,CUST969,40,Clothing,3,300,900
970,16-05-2023,CUST970,59,Electronics,4,500,2000
971,05-12-2023,CUST971,27,Electronics,4,50,200
972,11-02-2023,CUST972,49,Beauty,4,25,100
973,22-03-2023,CUST973,60,Clothing,1,50,50
974,03-05-2023,CUST974,47,Beauty,1,30,30
975,30-03-2023,CUST975,56,Clothing,4,50,200
976,10-10-2023,CUST976,48,Beauty,2,300,600
977,08-02-2023,CUST977,35,Electronics,3,25,75
978,22-03-2023,CUST978,53,Clothing,3,50,150
979,02-01-2023,CUST979,19,Beauty,1,25,25
980,29-07-2023,CUST980,31,Electronics,3,25,75
981,19-08-2023,CUST981,30,Electronics,2,30,60
982,19-12-2023,CUST982,46,Beauty,3,30,90
983,01-11-2023,CUST983,29,Clothing,1,300,300
984,29-08-2023,CUST984,56,Clothing,1,500,500
985,30-05-2023,CUST985,19,Electronics,2,25,50
986,17-01-2023,CUST986,49,Clothing,2,500,1000
987,29-04-2023,CUST987,30,Clothing,3,300,900
988,28-05-2023,CUST988,63,Clothing,3,25,75
989,28-12-2023,CUST989,44,Electronics,1,25,25
990,25-05-2023,CUST990,58,Beauty,2,500,1000
991,26-12-2023,CUST991,34,Clothing,2,50,100
992,21-08-2023,CUST992,57,Electronics,2,30,60
993,06-02-2023,CUST993,48,Electronics,3,50,150
994,18-12-2023,CUST994,51,Beauty,2,500,1000
995,30-04-2023,CUST995,41,Clothing,1,30,30
996,16-05-2023,CUST996,62,Clothing,1,50,50
997,17-11-2023,CUST997,52,Beauty,3,30,90
998,29-10-2023,CUST998,23,Beauty,4,25,100
999,05-12-2023,CUST999,36,Electronics,3,50,150
1000,12-04-2023,CUST1000,47,Electronics,4,30,120
